poem,subject,score_1,score_2,score_3,score_4,score_5,rt_1,rt_2,rt_3,rt_4,rt_5
124,5088,9,6,6,6,6,7624,3808,1859,1299,1363
99,5092,1,0,0,0,1,5098,13627,12345,8365,6065
121,5087,5,4,5,6,5,2029,10662,9731,4714,4552
39,5097,9,7,5,6,7,5429,3110,16301,11771,2364
116,5099,4,3,3,2,4,2708,5707,2977,2814,17334
34,5098,2,6,6,7,5,11473,6342,3036,5699,11010
94,5064,5,5,5,5,5,2098,3530,2445,10998,3071
26,5088,7,7,7,7,7,7183,1120,862,806,777
85,5086,3,4,3,3,3,2112,10399,1117,5759,1114
38,5091,8,8,8,5,7,2678,3146,3097,7094,8482
112,5081,7,6,5,6,6,11441,1244,1411,4110,1291
128,5084,1,6,1,3,2,2864,3414,3337,3137,9347
52,5071,4,5,5,6,5,4613,14847,3028,4830,1832
74,5103,2,2,0,4,1,5750,10799,2917,5804,3415
22,5092,1,1,0,1,1,7391,2947,1236,2013,1645
9,5088,9,9,9,9,9,663,640,4660,889,506
109,5087,5,5,4,3,5,1043,5744,769,1685,839
119,5099,2,1,1,1,1,7603,4040,1533,2276,1762
50,5091,3,7,7,8,5,2198,1127,4656,930,2516
126,5100,5,3,4,5,3,2084,19271,13178,7034,6268
59,5086,2,2,2,6,4,1672,873,1205,7884,1423
150,5101,7,5,5,5,7,19879,3510,3714,4629,13789
22,5108,0,3,0,1,1,3300,5118,2115,16200,3097
3,5087,6,7,6,5,7,5263,1776,1737,3393,1398
1,5097,2,4,4,4,3,2911,8543,2930,7879,1418
68,5106,1,4,0,3,0,1467,9427,2164,12178,12289
101,5091,9,9,9,9,9,4057,1347,1414,2280,978
54,5092,0,1,0,1,1,715,5292,3666,813,646
64,5111,5,1,1,0,1,6223,15993,5562,2204,2451
140,5103,5,0,3,5,5,3280,2034,1693,5508,1668
101,5110,2,2,2,4,3,2094,17484,1495,10448,5584
34,5077,3,6,3,4,3,1896,3350,4068,26702,3475
115,5071,6,5,6,6,6,1282,4100,2797,1382,14269
53,5112,3,3,3,5,5,8186,1409,15786,3026,4874
24,5101,4,4,4,4,4,1016,1689,1297,1129,11143
118,5099,4,3,4,3,4,2330,2010,3948,1945,10920
108,5117,0,0,0,0,0,9789,2261,2340,2515,2462
46,5103,5,3,5,5,5,1404,1667,4922,1950,2932
65,5113,6,5,2,3,6,13980,8654,1902,2105,2803
43,5106,1,2,0,1,0,1799,2668,7535,3198,2013
10,5115,6,4,4,6,4,2702,9939,11136,2679,3636
137,5097,9,5,9,5,8,7552,1630,6173,1970,1663
23,5098,2,2,3,5,3,4079,15979,2212,10977,9128
133,5100,3,3,3,4,3,1827,7486,3220,11229,3192
148,5092,4,3,2,3,3,4815,3182,7661,2079,2196
126,5108,4,5,4,5,4,6898,2733,3398,10203,2265
49,5101,6,6,5,6,5,7968,1250,712,693,1029
86,5111,2,3,1,1,2,4691,3577,1722,1571,8040
70,5103,0,5,1,5,3,1282,2095,1141,4382,1451
48,5112,4,4,4,4,4,2778,1434,9835,1802,1763
106,5117,2,0,1,0,0,4800,5894,2066,1166,1821
88,5113,6,6,2,4,6,1862,1747,1625,11091,1606
19,5122,0,1,0,0,0,5128,1589,1732,2145,10043
129,5097,2,5,0,8,7,2096,2199,1624,6822,1694
73,5108,4,4,4,4,4,1133,1648,996,981,6936
45,5116,5,5,2,4,4,2768,12482,10926,10460,7730
149,5098,6,4,5,6,7,1620,9218,1710,1926,1288
99,5099,4,0,1,2,3,11642,1614,2583,1364,2046
42,5115,2,2,2,4,3,1936,7518,4904,1955,2080
4,5110,4,4,4,4,4,5017,9202,8740,3079,5071
114,5101,6,6,7,6,5,1524,630,514,731,9998
21,5120,4,3,3,4,4,3414,6522,7735,2632,15274
130,5117,0,0,0,0,0,957,1227,1869,4994,1336
92,5084,3,5,3,7,3,2933,2416,3341,9692,40779
117,5112,6,6,6,6,6,865,7940,2108,1322,739
80,5119,5,3,0,2,0,4248,4416,3383,2171,25289
28,5100,5,6,5,6,6,2480,2130,2152,14880,1922
57,5111,3,3,3,3,4,1700,2580,1279,1282,11392
119,5109,0,0,0,1,1,29031,1962,4667,4348,16575
59,5122,1,2,1,2,1,4760,1713,1730,864,1353
52,5077,6,7,6,6,6,2228,25287,7198,1079,2913
5,5095,6,6,6,6,6,3291,4028,16999,80348,12074
13,5113,8,7,9,7,8,1014,1340,1570,10159,884
150,5108,4,4,4,5,5,1565,882,1382,10061,1109
149,5115,4,5,4,6,6,7414,2348,1322,1059,1371
67,5112,8,8,8,8,8,467,8706,963,922,729
7,5117,3,5,2,1,0,5113,2347,1888,1582,2221
102,5122,4,2,3,3,3,1215,1784,1091,4252,1179
7,5110,6,7,7,8,7,3413,7252,4311,2779,2305
118,5111,2,6,2,2,2,1616,9200,1398,1173,1758
110,5120,6,6,5,5,6,3429,2849,7517,1599,5368
65,5115,2,2,2,2,3,930,1475,1077,2937,5797
84,5098,3,4,5,4,4,2184,6052,14058,4518,1910
7,5118,4,4,2,4,3,6596,16581,4435,18462,20261
69,5119,3,3,2,2,4,1881,3911,2582,8414,7169
102,5113,8,6,8,7,7,1148,1768,1335,10295,1412
95,5100,6,6,5,5,6,12627,1786,1756,6801,1578
18,5077,7,7,7,7,7,995,19174,1011,1014,1501
118,5095,4,4,4,4,3,6951,4561,2506,5205,2825
91,5122,1,3,4,4,4,4048,827,4229,4516,831
109,5106,5,7,5,5,1,1678,5946,2631,2530,1830
81,5109,4,2,0,3,3,2719,4770,3872,12978,3876
43,5120,5,5,4,4,4,6164,4179,4370,3235,1797
80,5127,2,1,0,0,1,10320,8180,2934,2950,5084
133,5123,7,7,5,6,5,3447,7939,7274,4180,20567
38,5110,7,6,7,7,7,4475,2367,4291,1949,10951
93,5121,0,1,0,0,2,3636,5697,1607,1097,50178
123,5119,1,3,2,4,3,8943,1397,1784,2243,2710
40,5095,3,3,3,3,3,3738,1521,1272,5268,1746
26,5131,4,2,4,4,5,6643,5683,10493,2097,4189
16,5132,5,5,4,5,5,6859,6314,2915,3233,9355
37,5125,0,0,0,0,0,2275,14215,20786,5117,7778
102,5109,0,4,0,0,0,2344,2696,1474,16815,1906
58,5127,0,1,1,0,1,978,1798,2396,7432,3648
120,5095,3,3,3,3,3,1329,2922,2463,6407,1204
89,5120,5,5,5,5,4,2732,5133,1597,2735,7014
144,5124,0,0,4,4,0,3031,28747,21180,6137,4379
91,5129,7,7,8,8,8,5246,8243,4282,2526,25912
141,5139,6,7,9,8,7,764,1215,704,1940,3492
132,5132,4,4,4,4,4,1532,1524,5904,1714,2038
32,5127,7,5,6,3,8,5691,1331,1873,1953,1480
18,5131,4,3,3,3,4,1115,8635,2016,2114,3005
102,5119,3,2,2,4,3,1963,1915,12442,9953,3046
150,5118,4,2,2,2,5,32774,6445,4327,1248,3752
60,5136,9,5,2,7,5,1825,2145,1987,4431,5358
73,5139,8,7,6,8,7,715,3959,819,2029,580
90,5123,2,3,2,5,3,3329,4910,1746,4814,22816
79,5132,4,4,4,4,4,1046,1039,1471,5672,990
31,5128,0,2,0,5,0,3263,19525,16180,28819,536
126,5109,1,1,1,3,3,2700,2382,1883,2590,14199
25,5127,1,2,3,4,2,1194,4354,1546,1598,2126
84,5139,9,6,8,7,6,481,574,747,479,2227
106,5129,7,6,6,7,7,1878,2548,2415,11179,2414
67,5139,9,7,6,8,8,464,501,629,445,820
103,5132,4,4,4,4,4,607,696,1430,727,2866
146,5137,0,1,1,0,0,3214,14198,3731,4131,7627
95,5136,9,5,7,1,7,2417,3743,2832,3374,2163
49,5124,4,7,6,2,2,3311,2999,13693,6647,2312
134,5134,7,6,0,7,6,7455,9733,17713,3219,5341
112,5125,2,2,1,1,2,2326,7468,2781,24543,2763
102,5131,7,7,8,8,8,3315,5840,3314,8341,2631
75,5128,1,0,1,1,1,2903,305,1578,2292,9301
147,5118,5,3,6,3,5,14732,1565,3913,1100,7100
86,5136,1,2,2,5,2,5281,2112,2112,2682,1631
16,5142,5,2,5,6,4,13022,4254,6360,3443,3072
17,5137,0,0,0,0,1,1663,1216,3165,3866,7963
143,5123,3,2,7,7,5,2219,1377,23513,1543,1651
89,5131,4,4,4,4,4,782,1899,7721,2746,1760
38,5140,2,7,6,3,2,5165,17839,8631,8863,3697
75,5136,2,2,2,9,5,1579,907,1463,4985,1714
128,5124,5,7,3,6,4,2064,2144,2680,3730,10914
123,5143,3,0,2,2,3,5617,2059,2597,3656,18496
126,5128,3,6,4,5,6,2296,7355,1858,2370,10734
10,5125,0,1,0,0,0,12867,4266,9260,4148,1629
82,5129,5,5,5,5,5,1732,11898,2708,1734,1862
102,5142,6,6,7,6,7,1902,2901,4063,1951,11411
142,5150,3,3,3,4,5,2697,1563,2279,3994,11655
18,5134,8,6,8,9,7,1932,13700,15156,4186,2646
74,5129,7,5,6,5,5,1612,1660,1572,20312,1647
132,5123,2,2,3,5,2,2014,1990,4522,8761,1807
110,5118,5,3,4,5,4,2313,18141,4014,4117,5165
91,5143,2,1,1,2,1,1961,1960,1857,8794,1711
61,5128,1,1,1,1,1,476,11257,601,1068,587
29,5124,3,6,2,2,2,5143,9048,1700,5960,2845
24,5150,3,4,3,3,3,2062,4229,2094,2529,2213
56,5148,7,7,7,9,7,4001,4631,4767,1546,22692
102,5147,6,7,6,7,7,14608,2436,2268,29070,3361
24,5137,0,0,0,0,0,6386,1872,29493,1850,3932
71,5134,1,6,0,1,0,1396,12580,1491,2245,1777
147,5142,7,6,5,5,6,7305,7823,2441,3102,1582
111,5125,3,2,3,3,2,16166,1811,1429,1862,3283
119,5143,4,4,3,3,5,1529,1505,2045,7774,1661
147,5150,4,4,4,4,4,1934,2058,1513,1347,5520
142,5148,6,8,9,8,7,3713,2265,7115,1549,1566
44,5137,0,0,0,0,0,4297,2000,380,1073,1231
141,5153,7,6,6,3,4,2748,10329,4388,5081,16565
83,5147,6,4,4,7,4,3044,7561,2115,1335,3073
43,5142,5,6,6,7,5,2421,1368,568,1351,1127
17,5152,5,4,7,8,7,7698,15041,8931,4217,15032
25,5143,3,3,2,3,5,1114,1082,5957,1695,1479
115,5134,9,8,8,8,9,1718,2041,8044,2366,1402
103,5150,3,4,4,4,3,686,6174,648,464,877
9,5155,0,2,0,0,2,5394,4459,3013,17646,3641
62,5148,4,4,5,5,4,1888,3881,2665,1129,7494
128,5156,2,6,0,3,2,13300,4950,6581,6808,9237
134,5134,0,0,0,0,1,3168,423,215,219,227
102,5153,6,5,3,3,5,5376,7459,2445,8316,9242
18,5134,0,0,0,1,0,218,1293,374,57,302
71,5134,0,0,0,0,0,352,327,268,405,305
115,5134,0,0,0,0,0,348,245,261,321,389
43,5152,6,6,3,5,5,10452,8414,4750,5821,2982
37,5155,1,1,1,1,1,1480,5081,1261,12073,13813
115,5148,3,5,5,5,5,1116,22803,1095,1779,1262
90,5153,8,5,8,5,7,1332,4344,2788,2105,1725
120,5164,5,5,5,5,5,1992,6728,1898,8791,14192
104,5156,2,6,0,0,2,6716,4032,6000,11209,3478
125,5153,8,8,5,8,8,1281,1145,1674,1761,6327
37,5152,4,4,5,7,5,3731,2579,3332,6836,10853
108,5164,5,5,5,5,5,11319,772,867,1827,509
70,5156,2,6,0,1,3,3688,2830,4629,2597,7246
92,5168,5,4,5,5,5,801,3109,9254,2600,1469
103,5155,2,2,2,4,4,2472,3121,22570,2372,3866
91,5164,6,6,5,5,6,1348,2791,9670,3430,1730
122,5168,6,5,6,6,5,634,690,946,7347,600
96,5152,8,7,7,7,8,4587,5153,10534,2696,2111
48,5168,6,6,6,5,5,381,445,5359,415,443
95,5156,8,9,6,3,9,5300,2179,8161,2711,3130
90,5155,2,1,2,3,2,10978,3813,1447,1998,2363
137,5170,1,1,0,1,0,6823,367,1628,5157,12773
133,5168,7,6,7,7,6,3658,398,411,397,664
106,5164,5,5,5,5,5,364,359,382,340,11453
106,5169,2,4,1,0,0,2281,17477,20337,3872,2191
105,5170,1,2,1,2,2,2108,19387,1495,3259,1909
46,5169,0,3,1,0,0,1632,9077,2329,2139,1778
58,5169,0,2,0,0,0,1161,2017,2671,9398,1210
45,5170,5,5,5,4,6,12652,2143,1380,2179,3231
99,5175,8,7,6,5,7,1497,5961,27860,6869,4208
79,5180,4,6,8,4,5,4064,14072,4462,3260,4724
89,5170,1,3,0,2,3,2261,5327,1545,13393,1545
49,5169,3,4,2,2,1,1643,5431,1324,1878,20042
96,5181,9,5,9,8,6,11394,4296,1031,5297,2709
144,5184,5,4,7,6,5,4225,2877,4706,5971,11939
112,5175,5,6,5,5,5,1597,2134,1838,13939,1891
16,5183,7,8,9,9,8,7452,14442,3846,1617,3424
48,5085,7,6,7,7,6,2728,482564,5913,4330,24786
60,5181,8,8,5,8,8,2188,1991,1672,2272,3627
147,5185,4,6,3,3,4,1502,4437,13774,10819,1844
54,5180,4,3,5,4,4,6953,2699,1781,1658,1877
22,5190,1,3,1,0,1,2011,10380,2596,1546,8858
74,5181,8,8,8,8,8,1040,3165,1307,884,1501
24,5181,8,8,8,8,8,547,1185,562,549,483
127,5183,6,5,9,9,7,4211,8008,3596,1029,1647
83,5184,5,5,6,7,6,2719,9292,2010,2756,2897
13,5190,1,2,1,4,3,3382,3197,1261,3162,4669
43,5085,8,8,8,8,8,15286,2210,1119,2386,3225
95,5185,4,6,4,5,5,1045,14850,4399,1279,985
148,5175,5,5,5,5,5,2180,1930,1447,3515,16230
75,5184,7,7,8,7,7,1085,1039,1514,6740,1529
23,5190,1,1,2,3,4,1258,1828,1311,5555,1618
101,5189,3,2,3,6,4,7070,10545,29061,3682,9603
69,5183,7,6,7,7,6,2053,15081,1111,1226,1644
105,5085,5,5,5,5,5,480,481,700,472,11151
38,5198,7,6,6,6,7,2129,3817,1565,2315,13343
102,5192,3,5,3,5,5,4419,3706,10321,22779,7362
28,5197,8,8,8,8,8,4734,4748,8919,2700,3814
113,5185,4,5,3,3,4,1003,2038,1214,8792,1276
73,5193,5,1,2,2,2,6278,7682,2806,17993,3114
146,5175,5,5,4,5,5,1697,2224,1831,12245,1152
22,5196,6,9,5,6,8,4079,2279,8615,2494,16445
81,5190,2,1,1,3,1,5285,1246,2481,5144,1075
60,5184,7,8,7,6,7,2694,1113,8539,2195,2419
87,5185,2,3,1,3,4,827,2614,1644,6639,1057
74,5183,5,5,5,5,4,1513,7384,1105,4454,1020
48,5195,2,0,0,2,0,16057,3618,3082,11578,4750
143,5197,6,9,8,9,5,3154,1221,1725,4322,4474
87,5198,6,3,7,6,7,2199,7235,6396,2600,1666
52,5200,9,7,2,8,7,486,173,15740,8773,4577
99,5179,7,7,7,8,7,2483,5804,3345,84945,7026
147,5085,6,5,5,5,6,3524,2326,3997,2096,14239
13,5196,3,5,4,5,5,2483,1457,1593,8371,2801
130,5203,5,9,0,4,3,3681,6518,2982,6523,13454
3,5195,0,0,0,0,0,11843,907,1043,1307,1163
118,5197,5,8,8,8,6,1615,1679,1832,1083,5449
112,5179,8,8,8,8,8,848,984,702,2816,11087
38,5193,5,3,2,2,3,2530,13973,3464,2295,4496
20,5194,5,5,3,3,1,18386,19883,9080,9858,7527
142,5189,3,3,2,5,4,2405,2372,1610,28784,2380
143,5198,5,5,7,7,7,1983,6734,2232,1232,1349
39,5197,6,6,7,5,5,870,1026,930,780,2938
33,5202,0,0,0,0,1,3424,5026,17198,12914,7039
35,5192,3,5,5,5,3,5513,2316,2141,28169,1972
116,5201,6,5,2,2,3,6684,33016,2276,2900,5852
148,5179,7,7,7,7,7,948,356,10714,447,584
92,5204,3,3,3,3,3,6632,24470,3965,1534,5192
34,5198,5,8,6,8,7,6600,1748,1992,3099,2158
117,5195,2,2,2,2,2,15732,475,690,531,883
146,5179,6,6,6,6,6,284,344,5794,752,324
102,5206,5,3,2,5,5,4101,9217,5516,9609,17569
9,5193,3,3,2,3,4,2311,6132,1526,1269,11490
105,5189,3,5,3,5,4,2631,14240,1462,1583,3996
75,5201,7,7,7,7,7,9627,1742,3284,1426,1795
93,5203,0,5,0,5,3,4220,8216,5646,3399,5733
86,5204,2,2,2,2,2,1980,3364,2433,9347,1848
142,5208,2,2,2,3,2,5181,11868,3401,23955,2237
44,5192,4,4,3,5,4,1486,2553,3440,16754,1807
106,5195,8,8,8,8,8,403,10039,8521,411,532
24,5202,1,0,0,0,2,2534,3247,4479,1715,18473
90,5189,3,3,3,3,3,789,1228,5509,971,1174
130,5210,6,2,4,7,7,10386,2680,3696,4549,15794
48,5193,4,3,2,2,3,2663,1565,1823,1765,14121
97,5213,4,3,2,3,3,17732,4886,5036,3802,3267
35,5206,1,1,1,1,1,7521,4298,3894,8012,2653
72,5204,6,6,6,6,6,916,5637,2965,6072,1482
123,5218,0,0,0,0,0,5951,1551,10433,2356,1632
2,5215,2,5,2,2,3,4589,7739,4659,1851,8169
23,5214,8,9,9,6,8,3481,4047,2970,3729,14872
23,5196,3,4,0,2,2,3047,2390,46994,4561,1895
64,5208,7,5,8,8,7,1666,2321,1306,1169,16382
56,5201,8,8,8,8,8,754,21450,471,1477,1603
9,5202,3,2,2,2,4,4708,1864,1711,8780,2213
82,5218,0,0,0,0,0,830,543,541,593,4091
3,5204,5,6,5,5,5,581,831,5015,580,1015
105,5216,5,4,3,6,7,3384,11753,7533,6668,3843
79,5218,0,0,0,0,0,411,392,553,1261,362
142,5209,8,1,1,2,2,7130,9673,5799,35482,14227
44,5206,3,3,3,3,3,1691,2081,5935,3185,1529
81,5196,2,3,2,3,3,1981,1231,1298,1810,5463
93,5210,4,7,4,4,3,2729,2764,2062,13701,5011
90,5215,1,0,0,1,0,7105,2830,1693,2809,1066
61,5214,2,2,4,6,4,7944,1014,1075,3297,2915
119,5192,6,6,5,5,6,3315,1656,1402,25501,1233
38,5218,1,1,1,1,1,490,548,4295,781,463
32,5219,1,3,2,2,0,7363,2915,2659,15391,7844
137,5207,0,0,0,1,0,6051,1870,1957,22742,62875
139,5213,2,3,2,2,2,5266,2061,10046,3046,2682
30,5202,3,2,3,3,2,1765,1234,4765,2152,4664
64,5211,0,0,0,2,3,25002,18394,5727,14714,4696
108,5216,6,6,6,6,7,2417,2724,2840,6931,1491
51,5201,9,7,9,9,9,1978,13636,1341,1492,1554
58,5203,0,0,3,5,3,5633,29053,9897,2599,1832
113,5208,7,9,8,8,8,10553,1165,1650,1916,1827
119,5206,5,6,4,4,4,1917,6627,1780,3801,1461
27,5215,3,3,2,3,2,4573,1570,5465,961,1107
104,5221,9,1,0,9,0,4508,29196,5947,3377,8140
99,5209,9,5,6,4,6,4124,7088,3659,2783,3440
58,5210,5,4,7,8,8,3949,2962,2947,3096,5802
22,5208,8,8,9,9,9,793,1365,662,643,10610
18,5222,2,4,4,4,6,4999,17027,9133,2549,18871
1,5216,7,6,7,5,7,4070,2783,1933,3092,2284
84,5220,5,4,2,5,4,6150,7501,16405,5129,21100
48,5207,0,1,0,0,0,2365,1300,1505,1747,14713
44,5203,4,3,3,5,5,2309,7319,2898,6651,3232
70,5215,0,1,0,0,0,1220,8803,1411,668,865
80,5209,8,9,9,9,9,739,1433,1582,4893,907
3,5224,3,2,3,3,2,19959,2244,11299,7226,4660
57,5221,9,9,9,9,9,5088,2399,6544,2105,1766
53,5227,0,0,0,0,0,845,1356,15054,1313,5067
52,5222,6,7,6,6,7,4962,4163,1965,1680,1859
44,5210,4,3,2,3,2,6298,2611,2894,3041,3012
58,5225,2,3,1,5,1,19289,7689,5731,5014,2548
63,5213,2,3,2,2,2,3485,7105,1251,1180,762
62,5216,5,7,6,6,7,1458,4346,6376,6230,1662
129,5235,4,5,2,4,5,1916,130,203,531,299
61,5221,0,0,0,0,0,6695,1623,1705,2084,1682
95,5211,4,2,5,5,5,7506,28618,2536,3262,3122
87,5207,0,0,2,1,0,2195,2226,16510,2911,1852
130,5209,6,9,6,9,6,10385,5593,2130,2845,2583
90,5224,3,3,3,5,3,1812,5179,1083,10502,1156
31,5225,4,2,5,4,3,2347,3573,6120,2047,1445
131,5235,7,4,7,6,6,395,214,327,459,658
48,5227,3,1,2,3,3,11436,2193,1017,2243,1930
80,5222,3,3,4,3,3,1715,5799,7715,2615,1065
9,5235,4,6,8,7,7,693,387,256,443,260
38,5219,6,4,3,5,3,7485,13409,5461,20828,3735
112,5224,3,3,3,3,3,339,389,437,1323,323
29,5235,8,6,7,6,6,285,627,275,358,331
93,5224,3,3,3,3,3,237,403,379,318,252
33,5221,9,9,9,9,9,1487,4623,3004,2944,1285
8,5231,3,5,2,3,2,13285,6907,4357,1996,1735
60,5207,0,0,0,0,0,630,6987,1589,1150,681
72,5222,3,5,4,3,3,1615,4466,1715,1230,982
62,5227,5,3,3,2,5,1163,613,1462,962,7141
92,5225,4,5,3,5,4,3115,3130,1357,2582,4889
121,5220,6,5,6,6,7,23274,2609,2247,18564,5165
116,5231,3,5,2,3,2,2439,5663,1057,2013,1110
57,5227,6,4,5,9,4,947,926,995,6088,1594
76,5237,5,4,4,5,4,5996,6853,4574,3598,15276
118,5240,6,3,3,6,6,1049,3913,5050,4465,4894
114,5231,3,3,3,3,3,455,3146,466,805,676
40,5225,6,5,4,6,6,1131,3114,1611,1230,6672
21,5211,1,4,0,3,3,1618,4712,2046,27669,3899
14,5242,4,2,2,2,5,10054,4009,4053,5731,1684
48,5231,6,4,6,4,7,3406,1609,1063,3503,1006
117,5240,9,9,9,9,9,779,7563,1099,1976,1662
89,5219,3,7,7,7,5,3990,6667,3421,9759,16881
4,5234,5,4,5,5,7,5128,3095,13130,5682,37543
86,5246,7,7,4,5,6,7623,2016,3765,2881,17661
49,5240,1,3,4,4,5,3593,750,1826,1249,1261
106,5244,8,2,7,3,6,3700,3784,6544,4848,17628
75,5242,2,2,2,2,2,1857,6882,1424,2411,1653
72,5245,5,0,0,2,2,15488,11988,2730,11236,2667
93,5240,3,4,2,2,2,310,310,2578,633,1326
118,5243,5,5,5,5,5,27749,9290,3260,5947,4006
126,5242,1,1,1,1,1,2162,1152,6177,1027,1558
25,5211,5,5,4,5,4,2152,1950,1812,22357,3220
109,5244,2,3,1,2,2,1970,6825,1449,1322,3134
30,5245,1,1,1,1,1,1170,1471,1036,1147,3052
127,5219,6,6,7,8,8,3101,5722,3687,15578,3866
101,5241,3,3,5,4,3,1863,25732,16946,6848,13096
77,5245,1,1,1,1,1,509,1189,443,690,329
26,5246,7,8,4,5,6,8426,6054,2615,4350,1881
128,5242,1,1,1,1,1,3978,1224,716,1079,991
57,5245,1,1,1,1,1,554,398,284,267,412
18,5244,7,8,6,6,7,996,1649,1282,7628,1432
61,5248,2,4,0,2,2,2643,9199,5316,3770,27872
39,5249,3,1,2,3,3,8521,24114,8772,3277,4159
95,5246,8,8,7,5,7,1400,2281,1476,9313,2879
4,5262,6,6,6,6,6,3985,1110,1045,727,740
25,5244,7,7,6,7,6,781,764,7980,514,914
18,5250,6,8,5,6,6,9925,2921,8976,6687,19094
110,5253,6,9,6,8,5,4020,12676,6128,2680,5943
53,5248,0,0,0,0,0,1255,7775,1130,2589,1089
143,5243,6,6,6,6,6,1764,2780,1850,29029,1137
30,5262,7,7,7,7,7,704,634,1840,656,745
122,5262,7,7,7,7,7,637,739,1610,594,510
17,5262,7,7,7,7,7,469,368,1257,399,651
26,5249,8,7,7,6,6,13385,1814,2858,1718,1401
42,5257,5,5,3,5,5,4737,8310,10415,5523,11554
4,5253,4,7,5,4,3,2022,3478,2529,4500,2948
10,5255,4,6,2,0,1,6221,16911,2765,2585,19577
44,5246,7,7,5,5,7,1243,3010,12650,1632,4715
100,5253,3,5,6,3,4,1324,1946,1212,2072,1289
138,5249,7,7,7,7,7,3499,1651,6320,1369,2008
119,5264,3,1,0,3,2,5049,3446,2680,7944,6942
91,5257,4,6,5,4,4,1128,8271,2141,2584,1899
30,5243,6,6,6,6,6,13784,4328,2900,4163,1649
7,5248,2,3,1,3,3,20096,5673,1781,1673,1731
25,5260,5,5,5,5,5,2979,7078,5090,2909,33728
118,5264,1,1,2,1,1,897,1025,1248,5185,2326
120,5253,8,5,9,8,7,1721,5403,4059,4183,2080
15,5265,7,5,5,5,5,5515,6168,2827,3307,19803
21,5248,0,0,0,0,2,489,695,7089,1222,1390
73,5264,1,2,2,1,2,2766,532,463,283,782
147,5249,7,7,7,7,7,1646,1090,2207,11153,1390
26,5257,3,4,4,4,4,2042,5152,1379,1650,2897
103,5260,5,5,5,5,5,20129,1531,376,457,1215
125,5243,4,4,4,4,4,2318,963,13357,5696,1888
86,5266,6,6,4,8,4,4817,22113,6950,12122,6649
119,5257,5,5,6,6,6,2095,2290,3715,9592,1587
5,5264,5,4,4,4,4,783,3149,797,1015,881
15,5270,7,5,4,7,6,11516,11611,3459,6494,2844
18,5265,5,6,6,5,5,3799,2163,10932,9013,2847
94,5267,7,6,7,8,7,7817,23916,15355,9534,12187
96,5260,8,8,8,5,8,2046,3447,1277,4024,16489
136,5266,5,5,4,4,3,2420,3815,6441,2055,4548
3,5279,6,5,3,5,6,1231,3915,9600,1609,2860
25,5270,6,9,5,7,6,3248,8995,2270,12222,1493
32,5265,7,7,7,6,6,2148,3290,1748,7112,2713
100,5278,3,4,0,3,5,6722,19027,2185,2279,2235
10,5276,3,4,0,1,3,2931,13978,1707,3699,17848
17,5280,3,4,2,2,2,12048,16893,1257,2047,2448
123,5266,5,4,5,4,3,1280,4433,2332,8488,1367
120,5279,4,4,4,5,5,10778,1080,2814,960,1142
67,5260,6,6,5,5,5,2575,2731,1960,11545,2713
77,5270,4,6,5,5,5,3476,8871,2411,1492,2979
138,5278,6,6,6,6,6,1870,894,420,526,8306
50,5265,6,6,6,6,6,6532,1997,2147,1465,1288
145,5274,0,0,0,0,0,1797,6886,3284,33552,10074
47,5277,1,3,0,2,6,3286,23715,3373,5768,14390
101,5281,0,2,0,4,2,2495,9857,2730,2380,11201
91,5282,4,3,3,3,3,2795,1946,6061,2995,14368
132,5278,0,0,0,0,0,7175,802,861,628,975
85,5267,5,6,5,5,5,2211,32262,2335,1278,1732
45,5276,4,6,5,5,5,2355,4344,1955,9625,1915
121,5279,5,5,4,6,4,4393,1809,1310,3794,11332
18,5282,5,5,5,5,5,1146,1144,2162,5929,1561
135,5285,4,3,2,3,2,10594,8438,1908,3751,3024
117,5275,5,5,5,7,6,6799,6265,3826,37089,9472
25,5278,7,7,7,7,7,589,1766,392,420,7100
66,5281,8,4,7,4,4,4720,4883,2911,2764,2252
64,5266,8,7,7,8,8,1831,5053,2224,17521,1731
33,5277,1,1,0,2,2,2969,2938,4696,9963,2707
45,5282,3,3,3,3,3,1031,1298,6924,1796,1219
95,5287,6,4,3,4,6,14614,2934,2263,7394,4357
59,5267,6,6,6,7,6,3333,2119,2010,10665,2454
134,5270,6,8,4,5,6,18067,12079,1844,1943,1546
110,5279,4,6,4,4,5,1315,10552,996,3882,1865
92,5282,3,3,3,3,3,428,3139,284,338,534
144,5281,2,2,6,8,3,2592,1848,2715,1965,5952
143,5288,3,8,2,5,3,2814,4076,15744,3417,7288
80,5276,5,7,5,4,7,2427,19885,1898,2002,1842
120,5285,2,2,2,2,2,1437,2394,2637,7691,5278
66,5277,2,2,0,0,3,1833,2411,6499,1556,2726
75,5290,0,3,0,0,3,4217,4848,6751,3300,15241
122,5287,4,3,6,4,4,2140,2030,5890,2567,3191
116,5267,5,5,5,6,5,1637,1878,1440,7213,2688
88,5289,5,5,5,4,4,1428,7894,16893,1861,14786
45,5286,8,3,5,5,6,29344,6896,3210,8014,7553
59,5281,9,6,6,6,6,1416,2191,1649,5223,1413
8,5277,0,1,0,0,0,2368,1447,1150,987,4963
6,5276,2,4,1,3,3,2983,1779,6702,2037,1611
148,5283,6,4,5,1,3,11065,19275,9075,1864,34082
54,5275,5,5,5,6,4,1127,1833,2631,33647,2082
124,5285,2,2,2,4,2,1164,3908,1077,9987,1929
