poem,subject,score_1,score_2,score_3,score_4,score_5,rt_1,rt_2,rt_3,rt_4,rt_5
11,5297,7,7,6,6,7,1266,800,7983,2161,876
117,5293,6,5,2,7,6,9785,10327,2818,9010,2817
8,5285,2,2,2,2,2,1010,1621,900,4271,1085
42,5287,6,5,4,5,6,2871,3685,2666,10812,1964
7,5288,5,7,5,5,5,4151,11768,2598,3830,3498
13,5290,3,5,3,3,3,6852,13924,2364,2017,2101
29,5286,4,3,5,3,3,3241,7414,10812,3079,2771
136,5295,1,2,4,9,1,5538,6662,5826,14891,4156
17,5275,7,7,7,6,7,1693,1908,1614,1528,9246
66,5291,4,4,7,6,5,45314,2475,7453,2973,1991
21,5294,0,0,0,0,0,11484,26208,1985,2143,7222
74,5301,4,4,4,4,4,749,809,700,857,10793
29,5293,5,6,3,5,3,12458,2809,2154,1818,1967
27,5298,5,3,5,7,7,4236,8436,5467,3232,7796
138,5286,8,8,8,8,8,2248,7621,1900,2246,1608
145,5287,4,3,4,4,5,1766,6203,2347,1324,8597
123,5289,5,6,5,4,5,19907,11731,2080,9195,1698
126,5283,3,0,0,2,4,10363,6529,4029,14091,3464
141,5290,7,6,6,5,6,1784,1815,12738,2097,2099
31,5291,3,3,0,4,1,3144,2187,4071,2573,1725
27,5288,4,3,4,4,3,3284,7977,1522,15651,2780
14,5295,8,7,8,9,7,2368,1746,2963,11848,1744
114,5301,5,5,4,3,4,1149,10418,800,1145,1598
30,5298,8,8,7,8,9,3216,5497,3049,3609,2183
41,5293,7,8,7,7,7,1116,6214,5329,1448,1822
26,5295,3,3,4,3,4,912,957,6135,1162,883
129,5286,8,8,8,7,8,1931,8232,4720,1681,1979
112,5290,0,0,0,0,0,1665,7831,1534,3951,1515
60,5288,3,6,3,3,3,3044,5736,1597,2260,2448
19,5294,6,5,4,3,1,6070,15296,2394,1649,6308
52,5291,3,2,1,1,1,3847,4106,1561,2156,6931
68,5301,3,4,3,4,4,9133,1033,627,4724,693
92,5298,5,6,4,3,5,1592,7458,1617,1446,1551
43,5295,7,7,7,8,7,518,426,6259,511,364
39,5292,3,4,4,3,5,2063,18862,61708,2850,16680
22,5289,3,4,4,4,4,12822,1475,8522,5531,1205
130,5293,5,4,4,4,4,1658,2588,2137,1848,8502
37,5298,8,8,8,9,7,922,1791,3086,1215,958
132,5301,5,3,3,3,4,881,899,749,6989,859
1,5283,0,0,0,0,0,7683,3613,16804,2363,2311
39,5291,1,2,2,2,1,1675,2207,9229,2237,1554
115,5294,4,2,2,2,0,2084,11987,2082,1638,2357
9,5283,0,0,0,0,9,1098,963,1357,4128,9272
18,5294,0,0,0,0,0,4424,945,1106,1126,1301
53,5292,5,7,7,6,6,2381,1715,2114,1464,16800
89,5299,4,5,2,6,3,69988,11070,3172,3855,10694
147,5311,7,5,5,4,6,897,1747,1176,1162,14611
42,5304,2,4,3,6,3,1795,4834,6388,19784,5646
58,5289,4,3,4,4,4,1275,22202,794,9524,1324
148,5309,2,6,3,0,3,1523,1032,25706,5201,3801
117,5293,6,6,4,7,6,1907,8448,1966,1815,1935
47,5299,3,2,3,3,1,2343,7625,2049,2220,2080
137,5317,4,2,6,1,3,3362,2507,9004,2052,2901
88,5311,4,3,3,4,5,1776,1692,1283,9643,1381
52,5275,7,5,5,5,5,1248,1480,1265,8900,89437
55,5314,5,4,1,4,1,10065,8670,4531,5387,5730
76,5316,4,3,3,0,0,3890,1839,6637,15966,2574
110,5309,9,9,9,9,9,2722,3050,1551,1119,1278
55,5303,0,0,0,0,5,7840,3949,19722,3080,26909
29,5293,5,7,4,7,6,1413,6759,1576,1018,1788
56,5304,5,4,6,5,4,4381,2246,13236,2095,1781
1,5315,2,2,2,3,2,2152,20770,2812,10477,3507
21,5309,5,3,5,5,5,385,2468,1101,395,831
76,5312,5,4,4,5,6,16587,11848,2208,8360,7767
138,5317,6,6,7,5,7,1212,2579,6482,1620,1363
57,5318,0,0,0,0,1,2729,12385,3125,3395,7577
140,5309,9,9,9,9,5,204,216,46,1313,947
50,5311,4,4,3,4,4,1108,1231,998,10590,1181
131,5316,0,0,0,0,0,517,650,1693,8237,569
148,5292,5,5,5,5,6,365,271,876,335,40711
133,5299,6,6,6,6,6,444,6818,665,767,432
129,5316,0,0,0,0,0,493,380,533,1909,684
81,5314,2,1,1,1,0,3535,3920,7726,3003,2220
43,5317,3,4,5,3,2,1316,1324,4354,1363,1524
41,5293,6,7,5,6,7,4200,4978,1466,4256,1237
140,5316,0,0,0,0,0,423,587,560,729,520
99,5304,6,3,6,6,5,1980,1813,1265,10140,2963
110,5311,4,5,4,5,6,8749,1527,949,776,1017
33,5312,7,7,6,8,7,1993,1941,8091,4540,1176
130,5293,5,4,5,6,5,1876,1377,4538,1488,1099
93,5315,2,4,2,3,3,4494,15185,3115,2990,2317
144,5320,2,2,2,2,2,5681,12965,1843,1481,9842
65,5314,1,1,0,1,0,2341,2668,2481,9174,1846
141,5304,7,6,5,5,6,1514,1631,1682,1876,7410
124,5317,4,7,4,5,3,4692,7521,1179,1708,1252
56,5318,3,3,3,4,3,8734,7679,4743,3897,8378
144,5312,2,0,2,3,1,1935,1696,2211,10127,1677
26,5319,7,5,0,2,6,6273,2965,4731,8467,38580
61,5303,2,0,1,1,5,11189,5129,3219,5244,21065
35,5320,4,6,4,9,3,1848,2432,2646,5685,2046
117,5284,2,2,2,3,2,15952,203811,5878,3340,2248
60,5314,0,0,0,0,0,1750,8855,1956,1495,1279
86,5321,4,4,4,5,5,9283,1105,1291,18117,12639
144,5315,2,3,3,3,3,3505,3183,1502,1433,14731
112,5319,0,0,0,0,0,11145,1948,1615,1833,2815
84,5312,3,4,3,5,2,1612,11135,1553,4298,1635
89,5318,2,2,2,3,3,3743,4496,2692,8428,1928
61,5320,4,4,4,4,4,1708,1880,2032,1215,9139
101,5303,1,0,0,1,5,2247,5324,12238,3220,2807
97,5321,3,3,4,3,3,11750,1174,852,4964,879
128,5319,0,0,0,0,0,965,1363,7269,694,798
3,5320,4,4,4,4,4,1180,1766,3064,4588,1081
68,5315,7,7,6,6,6,4114,2045,12572,2047,3952
9,5326,3,3,3,7,3,8190,8124,10245,8131,2012
85,5284,3,3,3,4,3,2041,18933,3619,4433,1884
105,5318,1,1,2,1,2,6709,3561,7635,2764,3144
27,5324,4,9,3,3,5,18166,7330,4869,5459,22593
75,5325,3,1,2,3,0,24604,3268,3713,15047,5714
45,5303,1,1,1,1,5,1329,2546,1343,9073,2705
78,5319,1,1,1,1,1,410,632,1258,495,15222
22,5326,4,4,4,4,5,2481,1943,1562,6307,1466
26,5325,2,5,1,0,2,3157,10126,4278,2361,2134
93,5326,4,5,4,5,4,2560,4297,2463,7100,1248
114,5284,5,5,7,6,6,18806,17641,1835,1579,3619
58,5326,3,3,3,3,3,828,3754,1024,779,864
1,5328,8,3,6,5,6,1865,2446,2215,14990,11861
124,5321,7,6,6,5,7,1800,2931,3982,33026,20166
135,5324,2,2,2,2,2,4930,4947,17129,4848,10974
109,5325,3,4,4,4,3,3715,2228,12690,2164,3095
8,5335,2,7,2,4,4,1998,7713,1539,8156,2075
82,5334,5,3,6,9,3,8457,6301,4899,7572,6868
143,5337,5,6,5,5,3,1566,6794,11731,1997,9778
86,5335,8,3,4,4,7,1789,2349,1657,7687,3495
140,5325,3,3,3,2,3,11839,2482,782,2582,423
62,5324,3,4,2,1,1,2897,6226,3295,9227,3873
112,5332,4,3,5,4,4,7340,3980,6679,30764,8572
46,5338,3,3,3,3,3,3346,1578,9066,1635,1750
36,5340,5,7,8,5,2,2544,378,1845,8075,639
94,5284,3,2,2,3,2,2296,1957,33280,2856,2139
118,5337,6,5,7,7,6,5843,6582,1666,1531,1966
27,5340,8,5,2,7,3,98,165,202,80,268
124,5340,4,5,3,5,7,79,133,59,98,167
124,5340,4,5,3,5,7,79,133,59,98,167
107,5334,7,9,9,7,9,3782,5462,6133,3316,5585
114,5335,8,6,8,8,9,2069,1662,960,1191,11013
91,5341,6,6,6,6,6,1727,4221,3162,1520,10320
53,5338,3,4,3,4,4,1865,8875,1552,1859,1906
83,5324,6,5,6,6,5,9827,5389,3395,2914,2865
55,5335,7,5,5,8,7,5436,931,1068,1646,1428
36,5334,2,0,3,4,1,3182,2165,1964,6669,2133
81,5337,6,5,7,7,7,1381,9100,1314,2582,9681
128,5338,5,6,5,6,6,1799,1165,5137,2932,1917
60,5332,5,5,5,3,5,6586,4194,12675,7707,6827
49,5345,5,2,5,7,6,1814,8336,11019,2414,6269
123,5344,6,2,5,6,3,4414,8548,2571,7007,9885
54,5337,7,6,5,6,7,1966,1648,6665,1065,1715
61,5338,5,5,4,5,5,4461,1161,1776,1595,1254
149,5321,5,5,6,6,5,10148,1697,45520,1679,23645
25,5332,3,2,2,3,2,1786,3533,3824,5431,4085
147,5344,3,2,5,0,0,2781,6445,3047,3347,2484
6,5342,6,5,3,5,6,7991,19613,9903,11501,20343
140,5348,0,0,0,2,1,3455,4597,4602,3064,13736
52,5349,5,5,4,6,5,2782,18890,4816,9043,10822
32,5352,9,9,9,9,9,796,13640,3034,2431,780
27,5344,2,2,2,2,6,2865,3849,2165,1898,5626
29,5351,4,5,7,4,7,4029,16313,5584,1744,1930
102,5332,4,3,4,4,2,3595,4606,2633,8840,3708
101,5353,0,1,1,1,0,15982,1499,1164,1379,3764
11,5352,9,9,9,9,9,560,4788,711,992,1597
73,5348,2,3,2,3,0,2182,2345,10263,2463,5433
143,5344,9,2,9,5,7,5013,3514,1933,2268,2132
66,5351,7,6,6,6,9,1467,5089,2069,3876,5168
16,5357,4,5,9,7,5,3316,7285,7065,6449,3656
62,5353,0,0,1,0,0,2230,1795,1083,9625,1633
1,5348,1,2,2,1,2,888,8127,1247,669,1165
92,5349,3,3,3,3,4,8969,5165,6745,5092,3195
106,5356,4,0,0,2,4,14449,8319,1634,2662,7100
111,5350,8,8,7,7,7,2310,11578,3108,13584,27715
112,5342,4,5,5,6,5,4654,5415,3997,16534,16010
45,5351,6,7,7,7,6,5211,569,563,678,825
3,5360,2,1,0,1,2,13665,2842,2228,2423,8649
143,5359,4,4,2,3,3,7667,6151,4049,6193,12299
143,5347,1,3,1,2,1,3844,7218,4554,2347,14488
13,5357,4,4,4,6,1,1915,2412,6404,3448,3210
66,5348,5,5,4,4,5,1698,1630,1664,2629,8906
110,5356,1,1,0,1,2,1746,2094,8817,2760,1665
66,5363,3,2,3,3,5,2745,4667,12607,3327,2880
26,5362,0,0,0,1,0,3063,7599,14628,6072,5333
36,5350,9,5,4,7,9,7978,4288,2415,3044,3965
86,5349,5,4,5,4,5,5613,844,927,2596,13900
107,5356,0,0,0,0,0,5746,1318,946,631,536
2,5359,2,3,3,2,2,2031,3299,11267,2699,2182
2,5357,2,3,0,2,0,1527,6293,2635,1973,2243
115,5358,3,2,3,3,1,10106,2377,6280,7852,4147
52,5342,7,7,6,5,7,13315,2560,7882,3729,2195
76,5347,7,4,6,6,5,2292,6899,6390,5732,2892
45,5362,2,1,1,1,1,4865,2030,2068,5677,2246
68,5349,3,4,3,3,3,2282,6489,2045,1065,1946
147,5363,6,4,5,5,6,8070,4685,2213,1543,1912
8,5358,0,0,0,0,0,456,463,5401,518,544
132,5365,0,0,0,0,0,1967,19838,1433,16434,6250
138,5360,4,2,3,5,2,4548,8498,1877,21893,2064
99,5356,1,2,0,1,3,2232,1294,6788,2071,2864
99,5350,5,4,4,5,5,4326,4816,9136,3862,2646
85,5368,5,5,0,2,1,13515,8928,4029,2830,10917
32,5358,0,1,1,0,1,1430,418,6862,424,754
49,5359,5,4,4,4,3,2483,4228,10922,2916,2348
50,5363,4,2,2,3,0,8450,1212,950,824,1432
41,5362,2,1,2,1,2,1115,4638,4390,3326,947
90,5370,3,5,7,3,5,12705,45,5054,84,7491
137,5365,0,1,0,0,0,5069,8027,1147,1580,2868
103,5360,3,1,1,3,1,8498,1334,1494,3148,2095
109,5350,5,5,4,4,4,2514,1825,3198,3129,7200
36,5368,7,7,6,6,6,2228,3276,2611,3771,6316
129,5370,4,4,7,4,4,5161,89,15,58,3707
84,5372,2,5,2,3,5,3214,19249,4898,2731,3962
90,5342,5,5,6,6,6,3207,4731,2045,25578,2630
25,5363,5,8,4,4,6,2011,8463,2546,1864,2163
110,5362,0,0,1,2,0,2296,1900,1161,2884,4214
96,5370,7,5,7,7,7,72,945,3745,76,1831
97,5359,3,2,2,2,3,3033,2998,1898,2899,12170
21,5370,4,5,5,4,5,348,206,50,58,14
68,5360,1,1,2,1,1,1307,1230,14163,1547,1194
67,5369,5,5,4,4,5,9129,5131,8998,3981,40326
128,5373,5,2,4,2,0,1946,4073,12553,8032,3843
133,5368,4,5,5,7,5,8698,996,5182,3831,2162
63,5374,5,3,2,3,2,16486,7603,2698,4938,7412
56,5372,6,4,4,4,5,3232,2665,3828,16339,2264
98,5368,7,6,7,7,7,1248,3664,4967,825,1663
143,5369,5,5,5,5,5,2764,10106,2569,6747,2028
31,5371,4,3,1,7,3,23536,34457,9480,4102,5001
24,5373,3,1,0,0,2,7764,8912,1914,1809,1820
34,5365,0,0,0,0,0,5747,1159,2749,35443,1016
139,5376,3,2,3,2,3,3498,3048,27756,5689,10624
29,5380,6,2,4,4,4,2015,2932,1815,7832,10521
129,5372,7,6,6,6,7,13797,1365,4915,1415,2381
33,5374,4,3,4,2,2,2684,7994,10819,2397,2180
108,5377,4,3,3,6,6,3116,6756,3462,35731,4733
16,5373,7,6,6,4,5,1754,2197,7353,1893,2180
43,5369,4,4,4,4,5,2003,7982,3610,1212,8811
37,5365,2,2,2,2,2,1549,7938,1530,810,4081
64,5372,7,7,7,7,7,1181,1444,1348,1415,8384
133,5384,9,9,6,8,9,3418,4380,5019,3704,10137
85,5376,4,3,2,2,2,12311,2897,3096,1447,1603
145,5380,3,2,3,3,2,1581,11046,1498,2715,2848
3,5382,7,3,5,3,7,2715,3431,15388,14743,2230
12,5373,3,2,4,3,2,3044,2057,2878,2654,8143
70,5369,5,5,5,5,5,8055,846,2266,1947,1067
147,5371,1,2,5,4,3,6399,4546,15684,4637,2821
27,5374,7,4,5,5,5,8269,2547,4227,1802,5251
50,5385,0,4,1,2,1,2675,9542,4066,8351,6496
26,5383,8,8,6,6,8,7563,16068,5164,4531,4082
22,5377,2,3,1,2,1,8904,1711,5128,5615,1947
114,5390,6,3,4,4,5,1222,1161,943,994,10178
140,5384,8,7,7,8,8,1418,6518,2794,1773,3072
122,5390,4,3,3,4,4,1732,797,1059,6109,994
86,5385,2,2,2,2,2,2223,1714,1776,5275,1480
111,5380,3,4,2,3,3,3201,2648,2433,1934,7645
23,5389,4,3,3,3,4,14818,2108,6477,1775,10738
75,5376,5,5,5,4,5,3081,1798,3125,1947,8023
33,5384,1,1,1,1,1,1113,2663,5149,1823,814
18,5371,3,5,3,1,4,3167,12192,3546,4802,4319
71,5385,4,4,4,4,4,623,852,4919,1131,908
50,5383,7,7,6,6,7,1846,1504,2970,2929,14753
88,5376,5,4,4,4,5,9420,1285,1630,1921,2030
133,5380,4,2,3,4,3,2366,1181,1449,9117,1281
120,5385,3,3,4,4,4,732,643,629,609,3102
58,5377,3,3,3,2,3,15880,8641,1476,1348,1694
65,5382,3,3,3,3,4,3281,17428,4629,2168,9816
67,5389,9,7,8,7,8,8376,1549,3400,2744,2332
113,5393,2,6,3,4,6,6156,5959,3464,5615,9308
37,5390,3,3,3,5,4,728,581,914,7943,1335
7,5392,5,6,4,5,5,25636,4882,3603,2763,2205
34,5383,8,8,8,8,8,8441,1363,1730,1365,2114
15,5371,5,4,3,2,5,7156,9915,6818,3884,1918
136,5377,2,3,2,2,4,1658,2412,1432,843,14488
131,5382,6,4,7,6,7,2261,4432,6341,2232,4303
21,5383,8,8,8,8,8,981,864,1266,1380,8490
60,5375,4,4,2,3,5,12820,62507,6747,8214,52079
12,5393,2,3,2,3,4,2707,1634,7921,2780,1660
119,5399,4,4,4,4,5,2426,10269,668,1246,1108
29,5389,5,5,6,4,5,2396,2003,1738,2996,21199
55,5397,8,8,8,7,7,3279,3982,2282,3244,10673
142,5375,5,5,5,5,6,3481,1879,2881,2813,12972
37,5399,5,4,4,4,5,8442,894,1365,1063,918
35,5393,2,4,2,4,3,1428,1215,1412,7924,1316
102,5389,8,8,9,9,8,7201,659,1148,1543,858
21,5398,1,2,4,4,2,4552,4753,8372,3617,11549
97,5396,4,3,2,4,5,4246,13724,2744,5532,12578
119,5393,8,8,7,7,7,1325,1647,1791,4347,4489
109,5397,1,6,4,2,2,2382,6257,1661,1439,2466
51,5402,2,7,3,3,4,2147,2377,10477,8620,2830
6,5399,6,6,5,5,6,10729,941,2077,909,1561
33,5398,6,5,3,5,6,2644,2203,5909,2319,2146
16,5375,4,5,4,5,5,6179,5740,1348,1193,2879
90,5401,5,4,2,5,5,6354,5128,3135,6002,22023
149,5396,4,5,4,7,5,2179,2395,3896,7698,2415
138,5397,4,6,4,5,4,9187,3116,1262,1159,1159
41,5375,5,5,4,4,4,613,1147,6941,629,1595
148,5402,3,0,0,1,1,2861,2530,1200,1560,3704
62,5399,5,4,4,6,5,779,1025,1489,1160,8411
144,5403,0,0,0,0,0,1585,29932,2111,4478,2053
73,5406,4,1,3,4,4,3551,19783,2194,5478,2335
141,5398,6,8,5,7,8,1616,2197,6698,1799,2126
97,5382,5,4,4,5,6,1432,1664,50381,2849,3448
21,5402,0,0,0,3,3,1276,1798,846,3736,2780
76,5397,4,3,3,4,2,1216,6663,1081,3562,1882
4,5405,2,4,4,7,7,7852,5397,15171,5619,8313
89,5401,5,4,6,4,6,1306,13341,2555,1277,1388
72,5410,5,4,4,4,4,915,6205,821,1660,666
57,5402,7,3,6,4,5,1363,1681,2707,1680,997
131,5403,7,7,7,7,7,1375,2616,1424,3170,10428
72,5398,3,2,3,3,5,1461,1232,2864,1981,11310
35,5406,4,3,4,4,4,10183,3600,2198,3092,1669
19,5410,5,4,5,5,5,432,930,668,2780,299
50,5401,6,3,6,6,5,954,2807,2068,1067,6081
114,5410,5,5,4,5,4,481,4581,443,994,1280
123,5407,4,9,5,9,3,28702,8730,11355,6676,10374
103,5403,9,9,9,9,9,954,1181,1309,1596,8556
88,5401,7,7,7,7,6,6258,2683,1210,1741,696
95,5406,5,5,5,5,5,2064,1849,1674,12092,2194
132,5403,2,2,2,2,2,978,1344,9482,1486,1559
69,5413,6,6,6,6,6,2565,982,997,9986,1476
144,5405,3,5,2,7,5,3351,5255,2310,2648,4595
88,5415,5,6,4,4,5,1117,1490,1231,993,11747
36,5409,5,3,2,5,4,16985,23695,4106,16462,5295
104,5407,9,9,9,9,9,2825,4954,14561,1705,2787
33,5406,5,5,5,5,5,1492,1249,1807,1430,6700
140,5405,2,3,1,5,4,3145,3686,1982,7616,1883
44,5415,6,5,7,7,6,13680,1775,1285,915,1430
132,5414,4,3,0,4,4,10922,12655,14859,2985,6954
11,5407,1,9,1,1,1,1309,2263,11831,2778,2912
47,5409,6,6,5,6,6,7592,8313,10262,3043,1992
74,5415,5,5,4,5,5,795,2939,582,809,7033
129,5416,5,5,5,5,5,7506,15626,4517,20362,6363
86,5415,6,6,5,7,6,681,6227,690,1110,993
21,5422,6,5,6,6,6,13061,2579,2194,2596,5555
99,5423,7,5,8,6,6,3159,13155,4669,5411,2708
61,5407,6,5,7,5,6,2349,11867,2041,3806,2396
2,5414,0,6,2,4,3,3391,3891,3500,6688,9484
104,5418,5,3,5,2,2,10989,8399,24998,5149,10434
148,5422,7,6,8,6,5,2539,1894,4438,1733,1752
31,5416,5,5,5,5,5,14878,2064,1297,1823,1575
27,5422,9,7,7,7,6,2314,1426,1867,2617,1251
55,5414,3,6,0,3,4,2875,6291,5813,4422,1906
22,5424,7,3,6,6,9,3251,11027,27394,4708,2265
11,5429,1,8,1,4,4,6864,3881,1465,7613,7748
67,5416,6,6,6,6,6,1018,1532,1360,9350,981
127,5422,7,7,6,8,7,2258,1333,1905,2001,1020
143,5428,5,7,0,1,0,9027,10154,2610,9633,4835
104,5413,2,2,2,2,3,1563,4002,1578,980,36366
101,5418,3,3,4,3,4,2963,2199,18448,2145,7711
57,5429,8,8,8,8,8,1044,7479,1964,966,1391
9,5424,6,5,3,7,8,3321,7266,5603,3196,1635
13,5434,3,3,3,3,3,15264,6251,779,3512,1976
63,5430,3,2,1,6,6,6468,3181,4017,30729,5315
30,5416,6,6,6,7,7,1822,14668,1016,1491,1571
142,5414,4,2,3,4,2,12969,3297,3297,2578,4468
8,5418,4,3,4,3,5,1181,1312,1428,1443,9008
109,5413,5,6,5,5,6,982,15769,888,1448,1734
44,5431,7,3,6,2,6,36829,9248,5082,2850,4340
59,5435,4,7,7,8,8,4263,12453,4014,1943,1492
40,5434,2,2,2,2,2,1072,522,664,576,11190
91,5424,7,6,5,9,8,1222,2316,2726,8415,2200
54,5429,3,2,2,3,5,2600,2437,1500,5435,7304
127,5418,4,4,5,5,5,2397,928,4925,1332,782
18,5430,4,3,3,4,4,4231,3482,8657,1666,1498
61,5429,8,4,7,7,7,2759,1363,893,1502,1183
85,5434,5,5,5,5,5,13194,468,395,524,747
49,5431,7,3,3,3,6,2236,2936,6408,5342,2399
70,5435,6,6,6,7,7,1463,1714,7091,7463,2047
52,5424,6,3,3,5,8,6981,1996,1875,1521,1427
7,5430,7,4,4,5,7,2380,1776,2817,2234,6314
84,5440,5,7,5,5,5,1105,15348,951,1200,904
54,5438,1,1,1,1,1,2409,1979,8277,2032,5769
27,5439,0,0,0,0,0,2031,2085,1377,16238,3125
86,5435,7,6,6,7,6,6542,1206,1880,1856,1459
131,5430,6,7,7,6,6,1594,5696,1503,1699,1281
107,5433,7,7,8,4,6,1965,18208,1759,2490,1412
91,5434,4,4,4,4,4,198,395,500,357,13335
80,5440,5,4,5,4,4,996,8048,732,716,777
110,5439,0,0,0,0,0,1396,578,343,272,4194
1,5438,2,2,2,2,2,1113,6597,1163,1032,1155
131,5439,0,0,0,0,0,345,342,555,325,1130
87,5435,5,7,8,8,7,3480,1377,4231,1365,1484
31,5439,0,0,0,0,0,1260,397,496,535,194
45,5438,3,3,3,3,3,617,412,5125,398,745
45,5440,6,5,5,5,4,783,1062,8568,876,699
53,5442,9,5,2,3,9,6588,2719,6358,4480,18662
15,5433,3,4,2,5,4,1028,1426,1121,6953,1256
87,5438,4,4,4,4,4,467,5301,398,395,332
70,5449,2,2,2,2,2,412,424,409,497,15084
47,5449,2,2,2,2,2,299,3105,269,333,290
112,5440,7,5,5,5,4,713,849,1045,8637,1024
105,5447,7,2,2,4,3,9958,3925,2514,4555,6326
146,5449,3,3,3,3,2,681,348,5169,434,325
147,5442,2,0,2,3,4,3067,11731,3355,4266,2686
10,5237,4,4,4,3,3,1150287,4676,3301,10060,2078
5,5452,6,2,3,4,2,999,17961,1642,3172,1498
71,5442,4,3,3,5,6,4782,1909,1061,1545,1322
75,5456,3,3,3,3,3,383,798,801,10125,406
111,5447,2,3,2,4,0,1798,8935,3380,7541,5993
35,5452,1,2,1,0,2,594,1222,1781,560,11906
55,5456,3,3,3,3,3,378,382,5333,730,1233
68,5442,0,0,0,2,1,1892,1529,1317,6030,1421
1,5457,5,3,3,4,4,7046,4758,6482,2454,5032
136,5458,6,3,4,6,4,7692,2673,1395,5056,3196
126,5456,4,4,4,4,4,5624,643,699,367,357
85,5447,4,2,3,2,0,5831,2194,1988,2142,2680
112,5237,6,6,5,6,5,5061,3655,10305,12224,2530
82,5454,5,4,5,4,3,18055,17116,7145,3527,7051
120,5456,3,3,3,3,3,516,348,5440,478,311
37,5452,3,1,2,2,0,666,528,1347,14062,1204
18,5455,7,0,3,4,3,3779,25555,6246,2896,4499
5,5453,4,5,6,5,5,114,67,84,66,112
59,5457,4,5,3,4,4,2881,6629,1697,1079,2272
81,5447,0,0,1,0,2,997,2680,2000,2114,3987
85,5458,5,5,6,4,5,3625,1803,1988,4604,2163
109,5458,5,4,7,7,5,465,371,3560,307,291
83,5446,1,3,3,5,6,7642,6201,13249,5947,63877
34,5458,7,3,4,8,6,243,261,220,242,264
57,5452,6,5,3,6,5,13603,245,1535,657,638
41,5457,6,6,5,6,6,1495,1913,3465,2349,3150
110,5455,4,6,5,5,5,1580,6186,2692,1575,2095
37,5455,6,5,5,4,5,468,961,1131,666,340
124,5237,5,4,4,4,5,1615,1384,1514,2550,17614
2,5454,6,7,5,7,7,3527,3347,7849,2861,8715
29,5457,5,5,5,5,5,1582,1290,1250,6897,1665
63,5454,2,3,3,3,1,2411,3356,6539,2264,3401
28,5446,6,3,4,4,5,9482,3863,4510,15620,3733
9,5454,7,6,6,6,6,6288,2866,3724,2012,2338
42,5466,5,4,3,3,3,3187,12430,4234,5443,9771
112,5459,4,7,7,7,5,8348,13155,4262,18915,3605
51,5466,4,5,3,3,2,8229,4460,1974,1452,2365
124,5459,7,8,7,8,6,3966,5139,2580,4295,8958
92,5470,6,4,2,3,6,16780,3582,2184,3046,16485
100,5466,4,2,3,4,3,1762,10488,1299,3299,1162
3,5471,7,3,3,4,2,7021,8285,2145,1965,2819
22,5459,4,5,4,6,5,1575,1300,1826,1112,6188
111,5466,3,3,3,3,3,534,727,6536,729,1128
118,5472,9,9,7,6,7,4027,2835,5027,4803,14975
135,5470,0,7,0,1,0,2681,4565,1465,10631,3163
10,5459,5,4,4,5,4,3636,1777,895,5822,1523
80,5471,2,1,4,3,1,1347,5531,8022,1497,1363
106,5474,7,8,9,9,6,3213,9015,3197,3380,14786
26,5471,2,5,2,2,0,5478,1449,1112,1561,943
67,5462,4,4,4,4,4,562,652,1360,815,132066
86,5472,7,5,4,6,6,1632,1566,1627,14223,1662
59,5471,3,2,2,2,1,1095,764,665,694,4638
85,5470,6,8,5,4,3,4532,2480,15447,2031,2432
138,5472,9,9,9,9,9,629,1413,6761,1134,1058
121,5475,5,4,5,6,7,11798,9319,5602,5880,18022
44,5474,6,6,6,8,7,2111,10896,2850,1862,1894
83,5472,8,8,8,8,8,514,547,10651,342,447
35,5479,5,6,4,7,1,6767,22220,2554,7459,2756
139,5474,5,5,6,9,7,3160,9371,2162,1251,1572
135,5475,7,4,5,5,5,6682,3083,5180,7161,5164
49,5474,6,6,6,6,6,7350,876,975,829,1006
45,5479,6,1,2,5,3,4708,11737,2959,2524,2844
144,5475,7,5,6,6,7,10360,3691,5669,3690,3132
120,5479,1,2,1,4,1,2000,1408,1531,3226,8866
72,5477,7,9,6,8,8,5218,11875,12198,62425,10355
115,5482,5,4,1,3,5,22976,9038,2903,10670,5259
75,5446,5,4,6,6,7,3099,5429,1909,3498,161599
40,5483,8,8,7,8,7,3177,865,2732,15602,5898
57,5475,7,5,4,5,7,2983,2316,3748,3014,5944
71,5479,6,4,4,6,3,1883,1454,2128,9695,2949
5,5484,1,0,1,2,1,8279,770,1302,1396,15792
65,5483,2,4,3,3,3,4716,7981,1815,2114,1380
6,5482,5,8,3,6,6,7362,11205,4175,3732,2665
15,5446,5,4,4,4,5,2668,7107,9091,4947,3596
8,5488,4,9,4,9,4,3469,4738,7233,4361,2315
16,5487,0,6,1,0,0,6693,13539,7094,2021,3203
93,5487,0,0,0,0,0,1055,5371,1121,1120,1637
111,5488,0,9,9,9,4,2371,2964,1244,2836,2132
139,5482,7,7,4,6,4,15726,5367,3465,3348,2405
91,5488,6,4,4,4,7,2119,2047,1666,962,1033
88,5488,4,4,5,4,4,454,988,899,538,234
87,5487,1,2,0,1,1,3688,6333,2122,1957,1938
18,5487,1,1,1,1,0,1294,7590,832,892,1125
124,5482,2,2,1,2,3,2372,15070,1694,2968,1839
142,5491,4,4,6,7,5,4778,2981,10889,5011,19146
146,5492,6,6,2,5,4,1867,6643,2632,2317,27238
73,5477,8,5,8,6,8,5169,12000,6189,12069,80572
36,5494,2,2,2,2,2,8439,19337,4931,3417,2139
